corpus,record,prefix,k,model,user,both
C3,1749_283_178_39,25,2,False,False,False
C3,174_774_1035_35,25,2,True,False,False
C3,174_774_1035_35,35,2,True,True,True
C3,1750_26_845_12,25,2,False,True,False
C3,1751_1161_1162_22,25,2,False,True,False
C3,1751_1161_1162_22,35,2,False,True,False
C3,1752_330_1014_22,25,2,False,False,False
C3,1752_330_1014_22,35,2,False,False,False
C3,1753_110_111_11,25,2,False,False,False
C3,1755_757_548_11,25,2,False,True,False
C3,1756_25_402_6,25,2,True,False,False
C3,1756_25_402_6,35,2,False,False,False
C3,1757_809_757_51,25,2,False,False,False
C3,1758_900_569_46,25,2,True,False,False
C3,1759_1160_809_41,25,2,False,False,False
C3,175_822_831_18,25,2,False,False,False
C3,175_822_831_18,35,2,False,False,False
C3,1760_367_1256_6,25,2,False,False,False
C3,1761_402_399_18,25,2,False,False,False
C3,1762_319_111_60,25,2,False,False,False
C3,1763_495_496_39,25,2,False,True,False
C3,1764_1164_263_34,25,2,False,False,False
C3,1765_884_375_5,25,2,False,False,False
C3,1765_884_375_5,35,2,False,False,False
C3,1766_258_1193_10,25,2,False,False,False
C3,1767_519_1129_46,25,2,True,False,False
C3,1768_374_1106_2,25,2,False,False,False
C3,1769_665_519_6,25,2,False,True,False
C3,1769_665_519_6,35,2,False,True,False
C3,176_972_656_39,25,2,False,False,False
C3,176_972_656_39,35,2,False,False,False
C3,1771_259_1103_57,25,2,False,True,False
C3,1772_674_963_43,25,2,True,False,False
C3,1773_12_925_21,25,2,False,False,False
C3,1774_1392_126_35,25,2,False,False,False
C3,1775_833_1399_40,25,2,False,False,False
C3,1776_674_519_59,25,2,False,False,False
C3,1777_544_136_9,25,2,False,True,False
C3,1778_665_673_40,25,2,False,False,False
C3,1779_544_545_48,25,2,False,True,False
C3,177_1227_1068_2,25,2,False,False,False
C3,1780_1096_463_12,25,2,True,False,False
C3,1780_1096_463_12,35,2,True,False,False
C3,1781_469_1345_2,25,2,False,True,False
C3,1783_1008_431_37,25,2,False,False,False
C3,1784_626_544_38,25,2,False,False,False
C3,1786_1138_1543_47,25,2,False,True,False
C3,1787_1096_9_37,25,2,False,False,False
C3,1788_979_1399_47,25,2,False,False,False
C3,1789_1107_1108_13,25,2,False,True,False
C3,1790_812_521_36,25,2,False,False,False
C3,1790_812_521_36,35,2,False,False,False
C3,1791_1096_858_22,25,2,True,False,False
C3,1792_832_553_11,25,2,False,False,False
C3,1792_832_553_11,35,2,True,True,True
C3,1793_1075_1492_11,25,2,False,True,False
C3,1795_101_102_54,25,2,False,False,False
C3,1796_1067_834_9,25,2,False,True,False
C3,1797_1197_1075_2,25,2,True,True,True
C3,1798_832_833_54,25,2,False,False,False
C3,1799_350_1075_29,25,2,False,True,False
C3,179_506_1203_23,25,2,False,False,False
C3,17_439_1116_57,25,2,False,True,False
C3,1800_1534_1222_29,25,2,False,False,False
C3,1800_1534_1222_29,35,2,False,False,False
C3,1801_1482_135_58,25,2,False,False,False
C3,1803_1197_304_54,25,2,False,False,False
C3,1804_135_136_54,25,2,True,True,True
C3,1805_1075_925_48,25,2,False,True,False
C3,1806_837_833_25,25,2,False,False,False
C3,1807_490_1266_25,25,2,False,True,False
C3,1809_1313_716_45,25,2,True,True,True
C3,180_830_1097_39,25,2,False,False,False
C3,180_830_1097_39,35,2,False,False,False
C3,1810_136_895_30,25,2,False,False,False
C3,1811_182_183_12,25,2,True,False,False
C3,1812_624_1371_57,25,2,False,False,False
C3,1814_1222_1054_25,25,2,False,True,False
C3,1815_1194_1195_34,25,2,False,False,False
C3,1816_1311_1312_34,25,2,False,True,False
C3,181_822_774_39,25,2,False,True,False
C3,181_822_774_39,35,2,False,False,False
C3,1820_1222_183_58,25,2,False,True,False
C3,1822_1266_132_45,25,2,False,False,False
C3,1823_178_1222_11,25,2,False,True,False
C3,1824_352_353_36,25,2,False,True,False
C3,1826_1279_1280_32,25,2,True,False,False
C3,1827_1222_447_32,25,2,False,False,False
C3,1828_739_1266_54,25,2,True,False,False
C3,1828_739_1266_54,35,2,False,False,False
C3,1830_986_791_53,25,2,False,True,False
C3,1831_1539_1540_35,25,2,True,False,False
C3,1832_447_448_35,25,2,False,False,False
C3,1833_132_589_32,25,2,False,False,False
C3,1834_826_199_39,25,2,False,False,False
C3,1836_1166_1167_8,25,2,False,False,False
C3,1837_960_667_14,25,2,False,True,False
C3,1838_396_397_9,25,2,False,True,False
C3,1838_396_397_9,35,2,False,False,False
C3,1839_969_528_44,25,2,False,False,False
C3,183_1284_631_4,25,2,True,True,True
C3,183_1284_631_4,35,2,True,True,True
C3,1840_645_58_23,25,2,False,True,False
C3,1841_29_1217_25,25,2,False,False,False
C3,1842_304_305_30,25,2,True,False,False
C3,1844_480_716_40,25,2,False,False,False
C3,1844_480_716_40,35,2,False,True,False
C3,1845_88_305_35,25,2,False,False,False
C3,1847_1179_754_1,25,2,False,False,False
C3,1848_1340_833_10,25,2,True,False,False
C3,1849_199_58_10,25,2,False,False,False
C3,184_776_1105_4,25,2,False,False,False
C3,1850_620_95_34,25,2,False,False,False
C3,1851_645_646_10,25,2,False,True,False
C3,1852_717_708_36,25,2,False,True,False
C3,1853_1054_305_58,25,2,False,False,False
C3,1854_58_906_58,25,2,False,False,False
C3,1855_199_95_58,25,2,True,True,True
C3,1856_765_667_2,25,2,True,False,False
C3,1857_922_1207_36,25,2,False,False,False
C3,1858_906_1034_36,25,2,True,False,False
C3,1859_341_59_42,25,2,False,True,False
C3,185_507_822_44,25,2,False,False,False
C3,1860_171_310_10,25,2,False,False,False
C3,1860_171_310_10,35,2,False,True,False
C3,1861_665_1004_2,25,2,False,False,False
C3,1862_1054_341_2,25,2,True,False,False
C3,1863_1068_709_28,25,2,False,False,False
C3,1864_58_59_36,25,2,False,False,False
C3,1865_940_1192_12,25,2,False,False,False
C3,1866_709_561_2,25,2,False,True,False
C3,1867_754_171_36,25,2,True,False,False
C3,1868_370_1359_36,25,2,False,False,False
C3,1869_58_341_12,25,2,False,False,False
C3,1869_58_341_12,35,2,False,False,False
C3,186_463_464_7,25,2,False,True,False
C3,186_463_464_7,35,2,True,True,True
C3,1870_95_370_2,25,2,False,False,False
C3,1872_711_712_42,25,2,False,False,False
C3,1872_711_712_42,35,2,False,False,False
C3,1873_370_341_55,25,2,False,True,False
C3,1874_762_370_52,25,2,False,True,False
C3,1874_762_370_52,35,2,False,True,False
C3,1875_240_1168_0,25,2,False,False,False
C3,1875_240_1168_0,35,2,False,False,False
C3,1876_664_665_12,25,2,False,False,False
C3,1876_664_665_12,35,2,False,False,False
C3,1877_711_341_55,25,2,False,False,False
C3,1878_1480_1481_55,25,2,False,False,False
C3,1879_716_717_10,25,2,True,False,False
C3,187_438_496_7,25,2,False,False,False
C3,1882_1168_1259_53,25,2,False,False,False
C3,1883_717_1163_53,25,2,False,False,False
C3,1883_717_1163_53,35,2,False,False,False
C3,1884_1073_239_27,25,2,False,False,False
C3,1886_716_495_12,25,2,False,True,False
C3,1887_625_948_27,25,2,False,False,False
C3,1888_753_948_6,25,2,False,False,False
C3,1888_753_948_6,35,2,False,False,False
C3,1889_948_624_27,25,2,False,False,False
C3,1890_625_163_27,25,2,False,True,False
C3,1891_1212_808_14,25,2,False,False,False
C3,1892_729_730_41,25,2,False,False,False
C3,1893_948_163_41,25,2,False,False,False
C3,1894_624_625_41,25,2,False,False,False
C3,1895_738_881_25,25,2,True,False,False
C3,1897_163_624_12,25,2,True,False,False
C3,1898_948_663_39,25,2,False,False,False
C3,1899_625_808_49,25,2,False,False,False
C3,189_631_438_7,25,2,False,False,False
C3,189_631_438_7,35,2,False,True,False
C3,18_219_679_57,25,2,True,False,False
C3,1900_738_729_39,25,2,False,True,False
C3,1901_163_164_7,25,2,False,False,False
C3,1902_624_881_55,25,2,False,False,False
C3,1903_1212_44_39,25,2,False,False,False
C3,1904_491_724_26,25,2,False,True,False
C3,1906_625_881_26,25,2,False,False,False
C3,1907_294_44_20,25,2,False,False,False
C3,1907_294_44_20,35,2,False,False,False
C3,190_318_319_15,25,2,False,False,False
C3,1910_1212_881_22,25,2,False,False,False
C3,1912_165_508_20,25,2,False,False,False
C3,1913_663_1160_26,25,2,False,False,False
C3,1916_43_44_12,25,2,False,True,False
C3,1917_165_166_12,25,2,False,False,False
C3,1918_663_43_53,25,2,False,False,False
C3,1919_44_1160_53,25,2,False,True,False
C3,191_437_438_38,25,2,False,True,False
C3,1920_1009_1010_45,25,2,False,False,False
C3,1921_1219_1020_45,25,2,False,False,False
C3,1922_386_387_45,25,2,False,False,False
C3,1922_386_387_45,35,2,False,False,False
C3,1923_125_176_40,25,2,False,False,False
C3,1924_518_1248_41,25,2,False,False,False
C3,1924_518_1248_41,35,2,False,False,False
C3,1925_795_165_32,25,2,False,False,False
C3,1926_166_1009_41,25,2,False,False,False
C3,1927_1147_131_34,25,2,False,True,False
C3,1927_1147_131_34,35,2,False,True,False
C3,1929_750_345_11,25,2,False,False,False
C3,192_597_822_53,25,2,False,True,False
C3,192_597_822_53,35,2,True,True,True
C3,1930_518_165_13,25,2,False,False,False
C3,1930_518_165_13,35,2,True,False,False
C3,1931_131_132_13,25,2,True,False,False
C3,1932_1219_260_22,25,2,True,False,False
C3,1933_518_260_31,25,2,False,True,False
C3,1934_518_519_22,25,2,True,False,False
C3,1935_263_750_46,25,2,False,False,False
C3,1936_1138_334_36,25,2,False,False,False
C3,1938_136_750_45,25,2,False,False,False
C3,193_32_1452_34,25,2,True,True,True
C3,1940_387_256_13,25,2,True,False,False
C3,1940_387_256_13,35,2,True,False,False
C3,1941_101_61_51,25,2,False,False,False
C3,1942_603_566_24,25,2,False,False,False
C3,1943_388_429_24,25,2,True,False,False
C3,1943_388_429_24,35,2,False,False,False
C3,1944_1067_717_54,25,2,False,True,False
C3,1945_167_168_10,25,2,False,False,False
C3,1945_167_168_10,35,2,False,True,False
C3,1946_1286_814_32,25,2,False,True,False
C3,1947_204_704_32,25,2,False,True,False
C3,1948_178_139_32,25,2,False,True,False
C3,1949_169_170_32,25,2,False,False,False
C3,194_776_774_7,25,2,True,False,False
C3,1950_540_262_41,25,2,False,True,False
C3,1951_603_1197_35,25,2,True,False,False
C3,1952_1253_204_12,25,2,False,False,False
C3,1953_694_255_5,25,2,False,False,False
C3,1953_694_255_5,35,2,False,False,False
C3,1954_702_364_57,25,2,True,False,False
C3,1955_646_1073_36,25,2,True,False,False
C3,1955_646_1073_36,35,2,True,False,False
C3,1956_46_599_50,25,2,False,False,False
C3,1957_490_491_45,25,2,True,False,False
C3,1958_602_480_9,25,2,False,False,False
C3,1958_602_480_9,35,2,False,True,False
C3,1959_1127_1128_16,25,2,True,False,False
C3,1959_1127_1128_16,35,2,False,False,False
C3,195_156_157_30,25,2,False,False,False
C3,1961_185_1214_10,25,2,False,True,False
C3,1961_185_1214_10,35,2,False,True,False
C3,1962_491_754_1,25,2,False,False,False
C3,1963_1138_185_41,25,2,True,True,True
C3,1964_602_762_23,25,2,False,True,False
C3,1966_761_366_10,25,2,False,False,False
C3,1967_666_515_12,25,2,False,False,False
C3,1968_255_30_5,25,2,False,False,False
C3,1968_255_30_5,35,2,False,False,False
C3,1969_312_313_28,25,2,False,False,False
C3,1969_312_313_28,35,2,True,False,False
C3,196_656_631_39,25,2,False,False,False
C3,196_656_631_39,35,2,False,False,False
C3,1970_628_313_0,25,2,False,False,False
C3,1971_762_540_1,25,2,False,True,False
C3,1971_762_540_1,35,2,False,True,False
C3,1972_269_82_57,25,2,False,True,False
C3,1973_82_885_10,25,2,False,False,False
C3,1974_1526_825_50,25,2,True,False,False
C3,1975_1043_343_7,25,2,True,False,False
C3,1976_76_77_7,25,2,False,False,False
C3,1978_825_209_22,25,2,False,False,False
C3,1979_955_956_47,25,2,True,False,False
C3,197_1035_437_2,25,2,True,False,False
C3,197_1035_437_2,35,2,True,True,True
C3,1982_766_618_52,25,2,False,True,False
C3,1984_1302_1303_44,25,2,False,False,False
C3,1985_649_397_40,25,2,True,False,False
C3,1986_137_138_38,25,2,False,False,False
C3,1987_662_209_1,25,2,True,False,False
C3,1988_611_1299_1,25,2,False,True,False
C3,1989_1401_160_12,25,2,False,False,False
C3,198_774_1203_6,25,2,False,False,False
C3,1990_373_1023_44,25,2,False,False,False
C3,1991_648_649_36,25,2,False,False,False
C3,1992_109_825_58,25,2,False,False,False
C3,1993_541_542_55,25,2,False,True,False
C3,1994_825_826_55,25,2,False,False,False
C3,1995_584_427_37,25,2,False,False,False
C3,1996_255_648_59,25,2,True,False,False
C3,1998_632_169_28,25,2,True,False,False
C3,1999_739_1163_35,25,2,False,False,False
C3,199_776_157_51,25,2,False,False,False
C3,19_1020_680_18,25,2,False,False,False
C3,19_1020_680_18,35,2,False,True,False
C3,1_156_506_22,25,2,False,False,False
C3,1_156_506_22,35,2,False,False,False
C3,2000_255_256_23,25,2,True,False,False
C3,2001_1163_542_2,25,2,False,False,False
C3,2001_1163_542_2,35,2,False,False,False
C3,2002_1123_255_14,25,2,False,False,False
C3,2003_1060_1507_33,25,2,False,False,False
C3,2003_1060_1507_33,35,2,False,False,False
C3,2004_1073_1060_16,25,2,False,False,False
C3,2005_121_72_16,25,2,False,False,False
C3,2006_167_1060_50,25,2,False,True,False
C3,2007_160_651_15,25,2,False,False,False
C3,2008_564_72_9,25,2,False,True,False
C3,2009_121_122_15,25,2,False,False,False
C3,200_985_609_51,25,2,False,True,False
C3,2010_651_441_15,25,2,False,False,False
C3,2011_1366_250_6,25,2,False,False,False
C3,2011_1366_250_6,35,2,False,True,False
C3,2012_94_378_43,25,2,False,False,False
C3,2013_46_121_56,25,2,False,False,False
C3,2014_1167_1350_20,25,2,False,True,False
C3,2015_71_1261_20,25,2,True,False,False
C3,2016_1329_145_6,25,2,False,True,False
C3,2017_378_397_6,25,2,False,True,False
C3,2018_46_118_6,25,2,True,False,False
C3,2019_94_823_6,25,2,False,False,False
C3,201_475_31_7,25,2,True,False,False
C3,2021_378_379_23,25,2,False,False,False
C3,2022_94_305_37,25,2,False,False,False
C3,2024_160_102_51,25,2,False,False,False
C3,2025_1484_572_47,25,2,False,False,False
C3,2026_131_379_47,25,2,False,False,False
C3,2027_94_95_47,25,2,True,False,False
C3,2028_667_160_44,25,2,True,False,False
C3,2029_396_300_25,25,2,False,False,False
C3,2029_396_300_25,35,2,True,False,False
C3,202_608_219_7,25,2,False,True,False
C3,202_608_219_7,35,2,False,True,False
C3,2030_508_491_12,25,2,True,False,False
C3,2031_577_348_30,25,2,False,False,False
C3,2031_577_348_30,35,2,False,False,False
C3,2032_883_817_3,25,2,False,False,False
C3,2033_314_508_37,25,2,False,False,False
C3,2034_931_932_37,25,2,False,False,False
C3,2034_931_932_37,35,2,False,True,False
C3,2035_396_576_37,25,2,False,True,False
C3,2036_330_300_6,25,2,False,False,False
C3,2036_330_300_6,35,2,True,False,False
C3,2038_346_532_37,25,2,True,False,False
C3,2039_576_577_26,25,2,False,False,False
C3,203_437_475_7,25,2,False,False,False
C3,2041_1142_1143_33,25,2,False,False,False
C3,2042_883_808_46,25,2,True,False,False
C3,2044_1142_346_18,25,2,False,False,False
C3,2045_1143_532_18,25,2,False,True,False
C3,2046_817_346_35,25,2,False,False,False
C3,2047_102_532_44,25,2,False,False,False
C3,2048_1219_346_7,25,2,False,False,False
C3,2049_817_818_10,25,2,False,True,False
C3,204_219_1203_7,25,2,False,False,False
C3,2050_387_883_10,25,2,True,False,False
C3,2051_815_635_10,25,2,False,True,False
C3,2051_815_635_10,35,2,False,True,False
C3,2052_346_347_46,25,2,False,False,False
C3,2052_346_347_46,35,2,False,True,False
C3,2053_1219_532_9,25,2,False,False,False
C3,2054_635_818_9,25,2,False,True,False
C3,2054_635_818_9,35,2,False,True,False
C3,2055_346_815_41,25,2,False,False,False
C3,2056_29_30_53,25,2,False,False,False
C3,2057_694_532_5,25,2,False,False,False
C3,2058_977_815_5,25,2,False,False,False
C3,2059_125_126_34,25,2,False,False,False
C3,2060_635_111_34,25,2,False,True,False
C3,2061_977_126_37,25,2,False,True,False
C3,2062_111_694_45,25,2,False,False,False
C3,2062_111_694_45,35,2,False,False,False
C3,2063_1159_118_45,25,2,False,False,False
C3,2064_600_1057_45,25,2,False,False,False
C3,2065_635_649_29,25,2,False,True,False
C3,2065_635_649_29,35,2,False,False,False
C3,2066_889_268_44,25,2,True,False,False
C3,2067_126_600_52,25,2,False,False,False
C3,2068_1074_694_35,25,2,False,False,False
C3,2068_1074_694_35,35,2,False,False,False
C3,2069_268_29_0,25,2,False,False,False
C3,206_816_1173_1,25,2,False,False,False
C3,206_816_1173_1,35,2,False,True,False
C3,2070_125_635_6,25,2,False,True,False
C3,2070_125_635_6,35,2,False,False,False
C3,2071_347_889_0,25,2,False,True,False
C3,2071_347_889_0,35,2,False,True,False
C3,2072_29_126_37,25,2,False,False,False
C3,2072_29_126_37,35,2,False,True,False
C3,2073_268_269_11,25,2,True,False,False
C3,2074_259_260_40,25,2,False,True,False
C3,2075_1208_1209_40,25,2,False,True,False
C3,2077_268_600_50,25,2,True,False,False
C3,2078_890_843_25,25,2,False,False,False
C3,2079_260_297_55,25,2,False,False,False
C3,207_475_219_40,25,2,False,False,False
C3,2080_1060_29_9,25,2,False,False,False
C3,2080_1060_29_9,35,2,False,False,False
C3,2081_268_890_9,25,2,True,False,False
C3,2082_256_61_54,25,2,False,False,False
C3,2082_256_61_54,35,2,False,False,False
C3,2083_1243_1244_54,25,2,True,False,False
C3,2084_890_262_54,25,2,False,False,False
C3,2085_388_1197_32,25,2,False,False,False
C3,2086_269_12_50,25,2,False,True,False
C3,2087_167_388_9,25,2,False,False,False
C3,2087_167_388_9,35,2,True,False,False
C3,2089_262_263_60,25,2,False,True,False
C3,208_507_656_29,25,2,False,False,False
C3,2090_335_170_29,25,2,False,False,False
C3,2091_141_142_29,25,2,False,False,False
C3,2092_936_706_29,25,2,False,False,False
C3,2092_936_706_29,35,2,False,False,False
C3,2093_882_1254_56,25,2,False,False,False
C3,2094_516_407_34,25,2,True,False,False
C3,2095_335_553_50,25,2,False,False,False
C3,2096_1191_520_50,25,2,False,True,False
C3,2097_520_521_59,25,2,False,False,False
C3,2098_990_752_23,25,2,False,False,False
C3,2099_520_572_23,25,2,False,True,False
C3,209_31_32_15,25,2,False,False,False
C3,209_31_32_15,35,2,False,True,False
C3,20_1076_1157_32,25,2,True,False,False
C3,20_1076_1157_32,35,2,False,False,False
C3,2100_515_582_1,25,2,True,False,False
C3,2102_1282_872_27,25,2,False,False,False
C3,2103_520_427_27,25,2,False,True,False
C3,2104_313_167_55,25,2,False,True,False
C3,2105_1383_73_55,25,2,False,False,False
C3,2106_4_5_55,25,2,False,False,False
C3,2107_648_520_58,25,2,False,True,False
C3,2108_1282_752_58,25,2,False,True,False
C3,2109_611_601_36,25,2,False,False,False
C3,210_281_218_27,25,2,False,False,False
C3,2110_1229_814_2,25,2,True,False,False
C3,2112_601_602_2,25,2,True,False,False
C3,2113_24_1397_29,25,2,False,False,False
C3,2113_24_1397_29,35,2,False,True,False
C3,2114_170_601_50,25,2,False,False,False
C3,2115_813_814_43,25,2,False,True,False
C3,2117_24_4_28,25,2,False,False,False
C3,2118_728_195_49,25,2,False,False,False
C3,2119_4_1073_49,25,2,False,False,False
C3,2119_4_1073_49,35,2,True,False,False
C3,211_475_816_40,25,2,False,True,False
C3,2120_170_1311_8,25,2,True,False,False
C3,2121_24_539_49,25,2,True,False,False
C3,2122_702_990_1,25,2,False,False,False
C3,2123_826_444_50,25,2,False,False,False
C3,2123_826_444_50,35,2,False,True,False
C3,2124_349_1414_50,25,2,True,True,True
C3,2124_349_1414_50,35,2,False,False,False
C3,2125_804_91_50,25,2,True,False,False
C3,2126_335_613_28,25,2,False,True,False
C3,2127_662_349_12,25,2,False,False,False
C3,2128_826_933_54,25,2,False,False,False
C3,2129_804_521_23,25,2,False,True,False
C3,212_219_816_42,25,2,False,True,False
C3,2130_182_1313_57,25,2,False,True,False
C3,2131_629_472_29,25,2,False,False,False
C3,2132_804_511_29,25,2,False,False,False
C3,2133_1130_1466_29,25,2,False,False,False
C3,2134_490_933_5,25,2,False,False,False
C3,2135_1289_572_9,25,2,False,False,False
C3,2136_985_472_7,25,2,True,False,False
C3,2137_572_379_7,25,2,False,False,False
C3,2138_49_300_55,25,2,True,False,False
C3,2138_49_300_55,35,2,True,False,False
C3,2139_708_922_41,25,2,False,False,False
C3,213_475_218_42,25,2,False,False,False
C3,2140_62_63_41,25,2,False,False,False
C3,2140_62_63_41,35,2,False,False,False
C3,2141_708_347_29,25,2,True,False,False
C3,2142_922_729_41,25,2,False,True,False
C3,2143_708_300_41,25,2,False,False,False
C3,2144_1078_406_41,25,2,False,False,False
C3,2144_1078_406_41,35,2,False,True,False
C3,2145_62_600_41,25,2,True,False,False
C3,2146_406_724_41,25,2,True,False,False
C3,2147_878_1453_41,25,2,False,False,False
C3,2148_1078_605_51,25,2,False,False,False
C3,2149_706_724_59,25,2,False,False,False
C3,214_535_939_50,25,2,False,True,False
C3,2150_406_729_51,25,2,False,True,False
C3,2151_62_878_59,25,2,False,False,False
C3,2152_13_154_59,25,2,False,False,False
C3,2153_348_125_46,25,2,False,True,False
C3,2154_604_729_10,25,2,True,False,False
C3,2155_469_345_38,25,2,False,False,False
C3,2156_62_406_28,25,2,False,False,False
C3,2157_977_125_44,25,2,False,False,False
C3,2158_348_13_58,25,2,False,True,False
C3,2158_348_13_58,35,2,False,False,False
C3,2159_62_345_44,25,2,False,False,False
C3,215_218_219_0,25,2,False,False,False
C3,2160_1387_1078_57,25,2,False,False,False
C3,2161_872_469_58,25,2,False,True,False
C3,2162_1423_692_44,25,2,False,False,False
C3,2162_1423_692_44,35,2,False,False,False
C3,2163_13_872_55,25,2,False,True,False
C3,2165_1078_891_55,25,2,True,False,False
C3,2166_154_9_28,25,2,True,False,False
C3,2167_481_348_34,25,2,False,False,False
C3,2167_481_348_34,35,2,True,False,False
C3,2168_1295_1336_17,25,2,False,False,False
C3,2169_154_406_22,25,2,False,False,False
C3,216_1193_828_9,25,2,False,False,False
C3,2170_1202_1376_22,25,2,False,False,False
C3,2171_891_13_22,25,2,False,False,False
C3,2175_891_102_60,25,2,False,False,False
C3,2176_12_13_10,25,2,True,False,False
C3,2177_706_72_10,25,2,False,False,False
C3,2178_396_1202_6,25,2,False,True,False
C3,2179_694_673_40,25,2,False,True,False
C3,217_536_558_14,25,2,False,True,False
C3,2180_534_514_47,25,2,False,False,False
C3,2182_706_490_15,25,2,False,False,False
C3,2182_706_490_15,35,2,False,False,False
C3,2183_348_349_60,25,2,False,True,False
C3,2184_936_250_59,25,2,False,False,False
C3,2185_1272_1102_42,25,2,False,True,False
C3,2186_427_490_58,25,2,False,True,False
C3,2187_349_1102_42,25,2,False,False,False
C3,2188_73_1189_36,25,2,True,False,False
C3,2189_804_349_5,25,2,False,False,False
C3,218_535_558_0,25,2,True,False,False
C3,2190_1102_761_59,25,2,False,False,False
C3,2191_90_471_60,25,2,False,False,False
C3,2192_1267_772_60,25,2,False,False,False
C3,2192_1267_772_60,35,2,False,False,False
C3,2194_572_1102_33,25,2,False,False,False
C3,2195_804_706_27,25,2,False,True,False
C3,2196_692_1102_50,25,2,False,False,False
C3,2198_471_472_6,25,2,False,False,False
C3,2199_90_692_6,25,2,False,False,False
C3,2199_90_692_6,35,2,True,False,False
C3,219_535_536_46,25,2,False,False,False
C3,21_679_680_57,25,2,False,True,False
C3,2201_472_1022_41,25,2,False,False,False
C3,2202_471_842_41,25,2,False,False,False
C3,2203_648_90_41,25,2,False,False,False
C3,2204_316_471_14,25,2,False,False,False
C3,2206_654_655_1,25,2,False,False,False
C3,2206_654_655_1,35,2,True,False,False
C3,2208_90_601_8,25,2,True,False,False
C3,2209_945_337_8,25,2,False,False,False
C3,2210_471_946_41,25,2,False,True,False
C3,2212_945_946_1,25,2,False,False,False
C3,2214_472_388_29,25,2,False,False,False
C3,2215_810_811_29,25,2,False,True,False
C3,2216_553_554_36,25,2,False,False,False
C3,2217_90_91_40,25,2,True,False,False
C3,2218_45_46_29,25,2,False,False,False
C3,2219_692_388_41,25,2,False,False,False
C3,221_1156_722_30,25,2,True,False,False
C3,2221_407_731_50,25,2,True,False,False
C3,2222_951_45_27,25,2,False,False,False
C3,2224_981_542_41,25,2,True,False,False
C3,2225_731_810_41,25,2,False,False,False
C3,2226_337_185_23,25,2,True,False,False
C3,2227_1517_1523_23,25,2,True,False,False
C3,2228_1341_1342_23,25,2,False,False,False
C3,2228_1341_1342_23,35,2,False,False,False
C3,2229_45_754_23,25,2,False,True,False
C3,222_1193_535_36,25,2,False,False,False
C3,2230_990_1021_50,25,2,False,False,False
C3,2230_990_1021_50,35,2,False,False,False
C3,2231_337_401_23,25,2,False,False,False
C3,2232_981_522_50,25,2,False,False,False
C3,2234_45_1517_15,25,2,False,True,False
C3,2235_135_294_56,25,2,False,False,False
C3,2237_1187_1188_58,25,2,False,False,False
C3,2238_799_693_50,25,2,False,False,False
C3,2239_981_799_17,25,2,False,False,False
C3,223_558_631_40,25,2,False,False,False
C3,223_558_631_40,35,2,False,True,False
C3,2241_1474_1266_10,25,2,True,False,False
C3,2241_1474_1266_10,35,2,True,True,True
C3,2243_857_1351_15,25,2,True,False,False
C3,2243_857_1351_15,35,2,False,False,False
C3,2244_1295_554_44,25,2,False,False,False
C3,2244_1295_554_44,35,2,False,False,False
C3,2245_1021_981_44,25,2,False,False,False
C3,2245_1021_981_44,35,2,False,True,False
C3,2246_1419_315_50,25,2,True,False,False
C3,2246_1419_315_50,35,2,True,False,False
C3,2248_687_427_36,25,2,True,False,False
C3,2249_1022_511_41,25,2,False,True,False
C3,2249_1022_511_41,35,2,False,False,False
C3,224_633_634_40,25,2,False,False,False
C3,2250_1427_1428_41,25,2,False,False,False
C3,2250_1427_1428_41,35,2,False,True,False
C3,2251_731_262_50,25,2,False,True,False
C3,2252_180_1298_15,25,2,False,True,False
C3,2253_660_1281_15,25,2,False,True,False
C3,2254_687_1021_6,25,2,False,False,False
C3,2255_993_1338_21,25,2,False,True,False
C3,2256_669_670_56,25,2,False,True,False
C3,2257_1014_799_6,25,2,False,False,False
C3,2258_687_514_21,25,2,True,False,False
C3,2259_515_12_15,25,2,False,False,False
C3,225_558_1156_40,25,2,False,False,False
C3,2260_795_993_22,25,2,False,False,False
C3,2261_514_254_6,25,2,False,False,False
C3,2262_669_1022_22,25,2,False,False,False
C3,2262_669_1022_22,35,2,False,False,False
C3,2263_1492_12_11,25,2,False,False,False
C3,2265_1088_1089_16,25,2,False,True,False
C3,2266_212_841_16,25,2,False,False,False
C3,2266_212_841_16,35,2,True,True,True
C3,2267_430_890_9,25,2,True,False,False
C3,2268_314_795_6,25,2,False,False,False
C3,226_563_684_7,25,2,False,True,False
C3,2270_1060_799_54,25,2,False,True,False
C3,2271_952_992_54,25,2,True,False,False
C3,2272_259_993_60,25,2,False,False,False
C3,2273_430_795_12,25,2,False,False,False
C3,2274_514_1088_12,25,2,False,False,False
C3,2276_212_952_9,25,2,True,False,False
C3,2277_1065_1479_9,25,2,False,False,False
C3,2279_992_765_25,25,2,False,False,False
C3,2279_992_765_25,35,2,False,False,False
C3,227_215_273_7,25,2,False,True,False
C3,2280_1024_181_25,25,2,False,True,False
C3,2281_1088_4_25,25,2,False,True,False
C3,2282_514_515_25,25,2,True,False,False
C3,2283_188_189_25,25,2,False,True,False
C3,2283_188_189_25,35,2,True,False,False
C3,2285_1065_367_4,25,2,False,False,False
C3,2286_181_212_39,25,2,False,False,False
C3,2287_1181_1182_39,25,2,False,True,False
C3,2288_1024_814_4,25,2,True,False,False
C3,2289_1088_1130_4,25,2,False,False,False
C3,228_499_500_7,25,2,False,False,False
