game,msgs_raw,msgs_nosel,rounds,score,score_anomaly,utterances,pairs,unpaired,first_speaker,drop_reason,kept
1805_1075_925_48,111,81,5,26,False,61,30,1,1075,,True
1806_837_833_25,114,84,5,30,False,62,31,0,833,,True
1807_490_1266_25,126,95,5,28,False,63,31,1,1266,,True
1808_995_996_55,108,78,5,30,False,49,24,1,995,below_floor,False
1809_1313_716_45,116,85,5,26,False,65,32,1,1313,,True
180_830_1097_39,138,107,5,30,False,77,38,1,830,,True
1810_136_895_30,129,98,5,30,False,61,30,1,895,,True
1811_182_183_12,105,75,5,30,False,60,30,0,183,,True
1812_624_1371_57,108,75,5,30,False,56,28,0,1371,,True
1813_481_482_57,98,68,5,30,False,46,23,0,481,below_floor,False
1814_1222_1054_25,105,75,5,28,False,67,33,1,1054,,True
1815_1194_1195_34,116,86,5,29,False,61,30,1,1195,,True
1816_1311_1312_34,119,89,5,30,False,66,33,0,1312,,True
1817_35_36_58,96,66,5,28,False,46,23,0,35,below_floor,False
1818_1185_132_1,111,70,5,28,False,46,23,0,132,below_floor,False
1819_87_132_10,104,74,5,30,False,47,23,1,132,below_floor,False
181_822_774_39,143,111,5,27,False,74,37,0,822,,True
1820_1222_183_58,102,71,5,26,False,54,27,0,183,,True
1821_701_702_57,112,75,5,30,False,49,24,1,702,below_floor,False
1822_1266_132_45,128,97,5,29,False,65,32,1,132,,True
1823_178_1222_11,95,65,5,29,False,52,26,0,178,,True
1824_352_353_36,109,78,5,25,False,59,29,1,352,,True
1825_879_880_32,92,60,5,29,False,47,23,1,880,below_floor,False
1826_1279_1280_32,128,97,5,30,False,65,32,1,1279,,True
1827_1222_447_32,109,79,5,26,False,61,30,1,447,,True
1828_739_1266_54,126,96,5,30,False,72,36,0,739,,True
1829_88_521_32,96,66,5,30,False,42,21,0,88,below_floor,False
182_506_507_50,92,60,5,27,False,47,23,1,507,below_floor,False
1830_986_791_53,115,83,5,30,False,65,32,1,791,,True
1831_1539_1540_35,110,79,5,28,False,54,27,0,1539,,True
1832_447_448_35,132,101,5,30,False,66,33,0,447,,True
1833_132_589_32,129,90,5,30,False,64,32,0,132,,True
1834_826_199_39,107,76,5,25,False,50,25,0,199,,True
1835_288_621_31,100,69,5,28,False,46,23,0,288,below_floor,False
1836_1166_1167_8,107,76,5,30,False,53,26,1,1166,,True
1837_960_667_14,113,80,5,28,False,57,28,1,960,,True
1838_396_397_9,144,109,5,28,False,80,40,0,397,,True
1839_969_528_44,127,87,5,28,False,64,32,0,969,,True
183_1284_631_4,131,100,5,30,False,78,39,0,1284,,True
1840_645_58_23,112,82,5,30,False,61,30,1,645,,True
1841_29_1217_25,112,82,5,28,False,57,28,1,1217,,True
1842_304_305_30,106,75,5,27,False,63,31,1,305,,True
1843_846_645_53,100,67,5,30,False,44,22,0,645,below_floor,False
1844_480_716_40,121,91,5,29,False,71,35,1,716,,True
1845_88_305_35,112,77,5,29,False,55,27,1,305,,True
1846_645_199_43,100,70,5,26,False,46,23,0,199,below_floor,False
1847_1179_754_1,121,85,5,29,False,66,33,0,754,,True
1848_1340_833_10,138,101,5,30,False,68,34,0,833,,True
1849_199_58_10,106,75,5,27,False,52,26,0,199,,True
184_776_1105_4,122,91,5,27,False,69,34,1,776,,True
1850_620_95_34,123,93,5,29,False,64,32,0,620,,True
1851_645_646_10,115,85,5,30,False,60,30,0,646,,True
1852_717_708_36,133,97,5,27,False,66,33,0,717,,True
1853_1054_305_58,119,81,5,24,False,62,31,0,305,,True
1854_58_906_58,127,96,5,30,False,61,30,1,58,,True
1855_199_95_58,113,83,5,26,False,58,29,0,199,,True
1856_765_667_2,119,89,5,30,False,53,26,1,667,,True
1857_922_1207_36,107,76,5,27,False,56,28,0,922,,True
1858_906_1034_36,117,86,5,30,False,66,33,0,906,,True
1859_341_59_42,136,104,5,30,False,63,31,1,341,,True
185_507_822_44,125,93,5,28,False,65,32,1,822,,True
1860_171_310_10,123,92,5,28,False,70,35,0,171,,True
1861_665_1004_2,110,75,5,27,False,54,27,0,665,,True
1862_1054_341_2,106,76,5,28,False,50,25,0,341,,True
1863_1068_709_28,108,78,5,30,False,60,30,0,709,,True
1864_58_59_36,113,83,5,26,False,55,27,1,59,,True
1865_940_1192_12,127,97,5,29,False,60,30,0,940,,True
1866_709_561_2,106,76,5,27,False,60,30,0,709,,True
1867_754_171_36,127,84,5,26,False,53,26,1,171,,True
1868_370_1359_36,123,92,5,29,False,67,33,1,370,,True
1869_58_341_12,145,113,5,30,False,72,36,0,58,,True
186_463_464_7,123,92,5,30,False,70,35,0,464,,True
1870_95_370_2,103,72,5,30,False,50,25,0,370,,True
1871_239_240_28,94,62,5,28,False,48,24,0,239,below_floor,False
1872_711_712_42,139,106,5,25,False,72,36,0,711,,True
1873_370_341_55,111,79,5,30,False,55,27,1,341,,True
1874_762_370_52,131,101,5,26,False,72,36,0,370,,True
1875_240_1168_0,125,95,5,27,False,75,37,1,240,,True
1876_664_665_12,127,94,5,30,False,74,37,0,665,,True
1877_711_341_55,132,100,5,28,False,65,32,1,341,,True
1878_1480_1481_55,113,83,5,30,False,55,27,1,1481,,True
1879_716_717_10,126,95,5,26,False,65,32,1,717,,True
187_438_496_7,109,79,5,28,False,63,31,1,438,,True
1880_1095_814_6,109,77,5,27,False,49,24,1,814,below_floor,False
1881_88_1054_49,93,62,5,27,False,44,22,0,88,below_floor,False
1882_1168_1259_53,115,85,5,28,False,51,25,1,1168,,True
1883_717_1163_53,138,107,5,29,False,79,39,1,717,,True
1884_1073_239_27,112,81,5,26,False,67,33,1,1073,,True
1885_716_120_53,171,124,5,29,True,74,37,0,120,score_anomaly,False
1886_716_495_12,156,122,5,28,False,69,34,1,716,,True
1887_625_948_27,132,101,5,28,False,65,32,1,625,,True
1888_753_948_6,132,102,5,29,False,71,35,1,948,,True
1889_948_624_27,98,68,5,30,False,51,25,1,948,,True
188_437_774_6,98,67,5,27,False,47,23,1,437,below_floor,False
1890_625_163_27,123,93,5,30,False,67,33,1,625,,True
1891_1212_808_14,114,83,5,30,False,56,28,0,1212,,True
1892_729_730_41,115,85,5,28,False,63,31,1,729,,True
1893_948_163_41,118,87,5,29,False,63,31,1,163,,True
1894_624_625_41,118,88,5,30,False,65,32,1,625,,True
1895_738_881_25,100,70,5,30,False,56,28,0,881,,True
1896_1015_44_39,100,69,5,29,False,44,22,0,44,below_floor,False
1897_163_624_12,105,74,5,30,False,56,28,0,163,,True
1898_948_663_39,119,88,5,29,False,68,34,0,948,,True
1899_625_808_49,106,76,5,30,False,51,25,1,625,,True
189_631_438_7,126,96,5,30,False,76,38,0,438,,True
18_219_679_57,106,76,5,30,False,63,31,1,679,,True
1900_738_729_39,106,76,5,29,False,54,27,0,738,,True
1901_163_164_7,99,69,5,30,False,50,25,0,163,,True
1902_624_881_55,119,87,5,30,False,63,31,1,624,,True
1903_1212_44_39,135,100,5,27,False,64,32,0,44,,True
1904_491_724_26,118,86,5,30,False,58,29,0,491,,True
1905_1015_808_55,96,66,5,30,False,46,23,0,808,below_floor,False
1906_625_881_26,114,81,5,29,False,63,31,1,881,,True
1907_294_44_20,145,113,5,30,False,80,40,0,44,,True
1908_43_165_20,96,66,5,28,False,47,23,1,43,below_floor,False
1909_1015_881_20,101,71,5,30,False,47,23,1,1015,below_floor,False
190_318_319_15,108,78,5,29,False,61,30,1,319,,True
1910_1212_881_22,101,71,5,29,False,54,27,0,881,,True
1911_1015_43_52,89,58,5,28,False,42,21,0,43,below_floor,False
1912_165_508_20,107,76,5,28,False,55,27,1,508,,True
1913_663_1160_26,125,92,5,30,False,69,34,1,663,,True
1914_43_1212_56,96,66,5,26,False,47,23,1,1212,below_floor,False
1915_1015_1212_12,97,67,5,27,False,42,21,0,1212,below_floor,False
1916_43_44_12,100,69,5,28,False,55,27,1,44,,True
1917_165_166_12,120,90,5,28,False,67,33,1,166,,True
1918_663_43_53,116,84,5,26,False,60,30,0,43,,True
1919_44_1160_53,110,79,5,27,False,58,29,0,44,,True
191_437_438_38,109,79,5,27,False,56,28,0,438,,True
1920_1009_1010_45,116,86,5,26,False,60,30,0,1010,,True
1921_1219_1020_45,126,95,5,30,False,61,30,1,1219,,True
1922_386_387_45,163,128,5,28,False,87,43,1,386,,True
1923_125_176_40,116,82,5,26,False,58,29,0,125,,True
1924_518_1248_41,178,145,5,27,False,97,48,1,1248,,True
1925_795_165_32,111,80,5,28,False,62,31,0,165,,True
1926_166_1009_41,113,82,5,28,False,57,28,1,1009,,True
1927_1147_131_34,153,117,5,30,False,82,41,0,1147,,True
1928_977_1219_22,99,68,5,25,False,47,23,1,1219,below_floor,False
1929_750_345_11,139,103,5,30,False,69,34,1,750,,True
192_597_822_53,138,104,5,28,False,71,35,1,597,,True
1930_518_165_13,123,90,5,28,False,71,35,1,518,,True
1931_131_132_13,122,85,5,30,False,59,29,1,132,,True
1932_1219_260_22,114,84,5,28,False,53,26,1,1219,,True
1933_518_260_31,123,93,5,30,False,69,34,1,260,,True
1934_518_519_22,123,90,5,29,False,64,32,0,518,,True
1935_263_750_46,131,94,5,27,False,64,32,0,263,,True
1936_1138_334_36,123,86,5,26,False,62,31,0,334,,True
1937_876_374_0,127,89,5,28,True,61,30,1,374,score_anomaly,False
1938_136_750_45,142,108,5,30,False,68,34,0,136,,True
1939_88_89_53,113,76,5,28,False,48,24,0,88,below_floor,False
193_32_1452_34,119,88,5,28,False,64,32,0,1452,,True
1940_387_256_13,125,94,5,28,False,73,36,1,387,,True
1941_101_61_51,115,83,5,28,False,50,25,0,61,,True
1942_603_566_24,98,68,5,30,False,57,28,1,603,,True
1943_388_429_24,135,105,5,30,False,74,37,0,388,,True
1944_1067_717_54,121,89,5,30,False,53,26,1,717,,True
1945_167_168_10,163,132,5,29,False,80,40,0,167,,True
1946_1286_814_32,108,78,5,29,False,54,27,0,814,,True
1947_204_704_32,103,73,5,28,False,56,28,0,204,,True
1948_178_139_32,101,70,5,30,False,50,25,0,178,,True
1949_169_170_32,117,86,5,28,False,54,27,0,169,,True
194_776_774_7,117,87,5,30,False,62,31,0,774,,True
1950_540_262_41,118,87,5,29,False,62,31,0,262,,True
1951_603_1197_35,114,81,5,27,False,57,28,1,603,,True
1952_1253_204_12,127,96,5,24,False,69,34,1,204,,True
1953_694_255_5,209,168,5,30,False,104,52,0,694,,True
1954_702_364_57,121,91,5,29,False,63,31,1,702,,True
1955_646_1073_36,146,115,5,27,False,81,40,1,1073,,True
1956_46_599_50,147,96,5,19,False,60,30,0,599,,True
1957_490_491_45,113,83,5,29,False,64,32,0,491,,True
1958_602_480_9,142,109,5,30,False,73,36,1,480,,True
1959_1127_1128_16,133,100,5,30,False,73,36,1,1127,,True
195_156_157_30,114,84,5,28,False,62,31,0,157,,True
1960_491_662_5,104,74,5,30,False,46,23,0,491,below_floor,False
1961_185_1214_10,119,89,5,30,False,72,36,0,1214,,True
1962_491_754_1,124,83,5,29,False,51,25,1,754,,True
1963_1138_185_41,112,78,5,30,False,63,31,1,1138,,True
1964_602_762_23,128,96,5,29,False,57,28,1,602,,True
1965_526_313_58,98,68,5,30,False,41,20,1,313,below_floor,False
1966_761_366_10,102,72,5,28,False,50,25,0,761,,True
1967_666_515_12,110,78,5,30,False,56,28,0,515,,True
1968_255_30_5,179,133,5,29,False,92,46,0,255,,True
1969_312_313_28,143,109,5,30,False,81,40,1,313,,True
196_656_631_39,159,126,5,30,False,79,39,1,631,,True
1970_628_313_0,150,104,5,27,False,65,32,1,313,,True
1971_762_540_1,155,101,5,30,False,74,37,0,762,,True
1972_269_82_57,125,78,5,29,False,52,26,0,269,,True
1973_82_885_10,120,89,5,30,False,60,30,0,885,,True
1974_1526_825_50,109,77,5,28,False,63,31,1,825,,True
1975_1043_343_7,116,85,5,28,False,61,30,1,343,,True
1976_76_77_7,125,86,5,29,False,56,28,0,76,,True
1977_131_120_22,103,73,5,30,False,48,24,0,120,below_floor,False
1978_825_209_22,116,85,5,28,False,54,27,0,209,,True
1979_955_956_47,98,68,5,30,False,54,27,0,956,,True
197_1035_437_2,116,86,5,30,False,72,36,0,1035,,True
1980_372_373_10,102,72,5,30,False,46,23,0,373,below_floor,False
1981_960_888_25,102,70,5,27,False,49,24,1,960,below_floor,False
1982_766_618_52,109,77,5,28,False,57,28,1,766,,True
1983_120_969_47,97,67,5,28,False,49,24,1,969,below_floor,False
1984_1302_1303_44,106,73,5,28,False,64,32,0,1303,,True
1985_649_397_40,116,86,5,28,False,67,33,1,649,,True
1986_137_138_38,106,75,5,25,False,61,30,1,138,,True
1987_662_209_1,116,84,5,30,False,58,29,0,209,,True
1988_611_1299_1,116,84,5,26,False,57,28,1,611,,True
1989_1401_160_12,109,79,5,30,False,55,27,1,160,,True
198_774_1203_6,120,89,5,29,False,64,32,0,1203,,True
1990_373_1023_44,124,93,5,27,False,63,31,1,1023,,True
1991_648_649_36,130,100,5,26,False,64,32,0,648,,True
1992_109_825_58,114,84,5,29,False,53,26,1,825,,True
1993_541_542_55,111,81,5,28,False,63,31,1,542,,True
1994_825_826_55,108,77,5,30,False,60,30,0,825,,True
1995_584_427_37,108,77,5,27,False,52,26,0,427,,True
1996_255_648_59,126,95,5,27,False,50,25,0,648,,True
1997_1163_825_53,96,66,5,30,False,49,24,1,825,below_floor,False
1998_632_169_28,135,105,5,30,False,56,28,0,632,,True
1999_739_1163_35,102,70,5,30,False,52,26,0,739,,True
199_776_157_51,114,83,5,26,False,66,33,0,157,,True
19_1020_680_18,130,100,5,30,False,70,35,0,1020,,True
1_156_506_22,126,94,5,28,False,71,35,1,156,,True
2000_255_256_23,127,97,5,28,False,63,31,1,255,,True
2001_1163_542_2,127,93,5,29,False,72,36,0,1163,,True
2002_1123_255_14,125,93,5,26,False,62,31,0,255,,True
2003_1060_1507_33,132,100,5,26,False,76,38,0,1060,,True
2004_1073_1060_16,112,82,5,27,False,52,26,0,1060,,True
2005_121_72_16,119,86,5,27,False,61,30,1,121,,True
2006_167_1060_50,116,86,5,30,False,62,31,0,1060,,True
2007_160_651_15,120,87,5,27,False,62,31,0,160,,True
2008_564_72_9,109,79,5,29,False,60,30,0,72,,True
2009_121_122_15,110,79,5,26,False,51,25,1,122,,True
200_985_609_51,102,71,5,30,False,55,27,1,609,,True
2010_651_441_15,122,90,5,29,False,64,32,0,651,,True
2011_1366_250_6,157,127,5,30,False,81,40,1,1366,,True
2012_94_378_43,121,90,5,28,False,67,33,1,94,,True
2013_46_121_56,113,83,5,28,False,54,27,0,121,,True
2014_1167_1350_20,115,81,5,30,False,56,28,0,1167,,True
2015_71_1261_20,122,90,5,30,False,63,31,1,71,,True
2016_1329_145_6,122,91,5,29,False,68,34,0,145,,True
2017_378_397_6,114,84,5,28,False,53,26,1,397,,True
2018_46_118_6,108,76,5,28,False,54,27,0,118,,True
2019_94_823_6,124,92,5,28,False,58,29,0,94,,True
201_475_31_7,112,82,5,30,False,56,28,0,475,,True
2020_46_109_55,108,78,5,29,False,48,24,0,109,below_floor,False
2021_378_379_23,115,85,5,27,False,62,31,0,378,,True
2022_94_305_37,114,82,5,29,False,60,30,0,305,,True
2023_1325_1326_43,104,74,5,30,False,46,23,0,1326,below_floor,False
2024_160_102_51,131,97,5,30,False,69,34,1,160,,True
2025_1484_572_47,106,75,5,28,False,53,26,1,572,,True
2026_131_379_47,112,80,5,28,False,55,27,1,379,,True
2027_94_95_47,104,74,5,30,False,52,26,0,94,,True
2028_667_160_44,112,82,5,28,False,64,32,0,160,,True
2029_396_300_25,139,104,5,30,False,74,37,0,396,,True
202_608_219_7,116,85,5,30,False,72,36,0,219,,True
2030_508_491_12,108,78,5,30,False,55,27,1,508,,True
2031_577_348_30,137,106,5,29,False,83,41,1,577,,True
2032_883_817_3,126,95,5,30,False,58,29,0,817,,True
2033_314_508_37,126,96,5,30,False,65,32,1,508,,True
2034_931_932_37,152,118,5,28,False,73,36,1,932,,True
2035_396_576_37,102,72,5,30,False,53,26,1,396,,True
2036_330_300_6,142,108,5,30,False,79,39,1,300,,True
2037_883_576_46,104,73,5,30,False,49,24,1,576,below_floor,False
2038_346_532_37,114,83,5,30,False,51,25,1,532,,True
2039_576_577_26,120,90,5,30,False,67,33,1,577,,True
203_437_475_7,103,73,5,30,False,63,31,1,475,,True
2040_808_809_55,99,68,5,30,False,48,24,0,808,below_floor,False
2041_1142_1143_33,109,78,5,24,False,54,27,0,1143,,True
2042_883_808_46,118,88,5,30,False,65,32,1,808,,True
2043_817_809_6,99,69,5,29,False,48,24,0,809,below_floor,False
2044_1142_346_18,113,81,5,28,False,60,30,0,1142,,True
2045_1143_532_18,120,90,5,30,False,60,30,0,1143,,True
2046_817_346_35,110,76,5,30,False,51,25,1,817,,True
2047_102_532_44,129,99,5,29,False,66,33,0,102,,True
2048_1219_346_7,111,77,5,30,False,63,31,1,1219,,True
2049_817_818_10,109,79,5,29,False,52,26,0,817,,True
204_219_1203_7,105,75,5,30,False,56,28,0,1203,,True
2050_387_883_10,106,75,5,26,False,53,26,1,387,,True
2051_815_635_10,134,104,5,30,False,72,36,0,815,,True
2052_346_347_46,121,91,5,30,False,72,36,0,346,,True
2053_1219_532_9,136,106,5,29,False,69,34,1,1219,,True
2054_635_818_9,132,102,5,29,False,74,37,0,818,,True
2055_346_815_41,120,89,5,30,False,64,32,0,346,,True
2056_29_30_53,109,79,5,27,False,59,29,1,29,,True
2057_694_532_5,131,100,5,29,False,66,33,0,532,,True
2058_977_815_5,117,87,5,28,False,59,29,1,815,,True
2059_125_126_34,120,89,5,28,False,58,29,0,125,,True
205_507_776_5,86,56,5,28,False,41,20,1,776,below_floor,False
2060_635_111_34,115,85,5,29,False,61,30,1,635,,True
2061_977_126_37,117,87,5,29,False,68,34,0,977,,True
2062_111_694_45,141,107,5,28,False,73,36,1,111,,True
2063_1159_118_45,116,86,5,28,False,65,32,1,1159,,True
2064_600_1057_45,133,100,5,30,False,67,33,1,600,,True
2065_635_649_29,136,104,5,28,False,77,38,1,635,,True
2066_889_268_44,125,94,5,30,False,61,30,1,889,,True
2067_126_600_52,135,105,5,25,False,67,33,1,600,,True
2068_1074_694_35,187,148,5,24,False,97,48,1,694,,True
2069_268_29_0,139,105,5,29,False,64,32,0,268,,True
206_816_1173_1,132,102,5,28,False,72,36,0,816,,True
2070_125_635_6,142,101,5,27,False,72,36,0,125,,True
2071_347_889_0,150,116,5,28,False,77,38,1,889,,True
2072_29_126_37,151,121,5,26,False,78,39,0,29,,True
2073_268_269_11,102,72,5,29,False,50,25,0,268,,True
2074_259_260_40,114,84,5,28,False,55,27,1,260,,True
2075_1208_1209_40,110,78,5,28,False,55,27,1,1209,,True
2076_297_207_50,97,66,5,30,False,48,24,0,207,below_floor,False
2077_268_600_50,127,95,5,29,False,65,32,1,600,,True
2078_890_843_25,98,68,5,30,False,50,25,0,890,,True
2079_260_297_55,102,72,5,30,False,50,25,0,260,,True
207_475_219_40,113,81,5,30,False,66,33,0,219,,True
2080_1060_29_9,156,121,5,29,False,81,40,1,29,,True
2081_268_890_9,115,83,5,28,False,55,27,1,268,,True
2082_256_61_54,167,128,5,28,False,88,44,0,256,,True
2083_1243_1244_54,126,93,5,28,False,65,32,1,1244,,True
2084_890_262_54,122,92,5,28,False,63,31,1,262,,True
2085_388_1197_32,112,82,5,30,False,55,27,1,388,,True
2086_269_12_50,126,93,5,30,False,60,30,0,269,,True
2087_167_388_9,127,95,5,30,False,72,36,0,388,,True
2088_582_725_10,98,68,5,30,False,49,24,1,725,below_floor,False
2089_262_263_60,114,82,5,30,False,57,28,1,263,,True
208_507_656_29,111,81,5,30,False,68,34,0,507,,True
2090_335_170_29,112,82,5,30,False,57,28,1,170,,True
2091_141_142_29,124,94,5,29,False,62,31,0,141,,True
2092_936_706_29,127,97,5,30,False,79,39,1,706,,True
2093_882_1254_56,106,74,5,26,False,56,28,0,1254,,True
2094_516_407_34,117,87,5,26,False,61,30,1,516,,True
2095_335_553_50,115,84,5,30,False,59,29,1,553,,True
2096_1191_520_50,112,81,5,30,False,66,33,0,1191,,True
2097_520_521_59,135,97,5,30,False,57,28,1,520,,True
2098_990_752_23,107,76,5,30,False,54,27,0,752,,True
2099_520_572_23,117,87,5,28,False,66,33,0,572,,True
209_31_32_15,136,106,5,26,False,73,36,1,31,,True
20_1076_1157_32,155,125,5,29,False,94,47,0,1157,,True
2100_515_582_1,104,72,5,30,False,51,25,1,515,,True
2101_1282_842_1,95,65,5,30,False,44,22,0,1282,below_floor,False
2102_1282_872_27,110,78,5,28,False,57,28,1,872,,True
2103_520_427_27,109,79,5,28,False,66,33,0,427,,True
2104_313_167_55,113,80,5,30,False,59,29,1,167,,True
2105_1383_73_55,124,92,5,28,False,56,28,0,1383,,True
2106_4_5_55,120,87,5,25,False,64,32,0,4,,True
2107_648_520_58,119,89,5,28,False,59,29,1,520,,True
2108_1282_752_58,112,82,5,30,False,63,31,1,1282,,True
2109_611_601_36,105,75,5,26,False,60,30,0,601,,True
210_281_218_27,118,87,5,28,False,62,31,0,218,,True
2110_1229_814_2,105,74,5,28,False,50,25,0,814,,True
2111_313_335_56,106,76,5,30,False,49,24,1,313,below_floor,False
2112_601_602_2,115,85,5,28,False,66,33,0,602,,True
2113_24_1397_29,120,89,5,30,False,72,36,0,24,,True
2114_170_601_50,116,83,5,29,False,62,31,0,601,,True
2115_813_814_43,104,74,5,28,False,52,26,0,814,,True
2116_613_109_8,106,76,5,30,False,47,23,1,613,below_floor,False
2117_24_4_28,111,81,5,28,False,56,28,0,4,,True
2118_728_195_49,108,77,5,29,False,56,28,0,195,,True
2119_4_1073_49,120,87,5,29,False,71,35,1,1073,,True
211_475_816_40,120,90,5,30,False,64,32,0,816,,True
2120_170_1311_8,117,86,5,30,False,55,27,1,170,,True
2121_24_539_49,120,88,5,29,False,62,31,0,539,,True
2122_702_990_1,113,83,5,30,False,52,26,0,990,,True
2123_826_444_50,127,95,5,26,False,74,37,0,444,,True
2124_349_1414_50,131,97,5,30,False,73,36,1,349,,True
2125_804_91_50,111,79,5,30,False,60,30,0,804,,True
2126_335_613_28,111,81,5,30,False,51,25,1,613,,True
2127_662_349_12,110,77,5,30,False,58,29,0,662,,True
2128_826_933_54,114,83,5,25,False,66,33,0,933,,True
2129_804_521_23,104,74,5,30,False,51,25,1,804,,True
212_219_816_42,117,87,5,30,False,65,32,1,816,,True
2130_182_1313_57,97,66,5,30,False,50,25,0,1313,,True
2131_629_472_29,103,73,5,30,False,51,25,1,629,,True
2132_804_511_29,126,95,5,29,False,62,31,0,511,,True
2133_1130_1466_29,118,87,5,30,False,58,29,0,1130,,True
2134_490_933_5,115,83,5,30,False,61,30,1,933,,True
2135_1289_572_9,101,71,5,28,False,54,27,0,572,,True
2136_985_472_7,115,84,5,30,False,53,26,1,472,,True
2137_572_379_7,116,81,5,28,False,61,30,1,379,,True
2138_49_300_55,130,100,5,29,False,73,36,1,300,,True
2139_708_922_41,108,78,5,29,False,62,31,0,708,,True
213_475_218_42,112,80,5,25,False,56,28,0,218,,True
2140_62_63_41,165,135,5,30,False,98,49,0,62,,True
2141_708_347_29,119,88,5,28,False,59,29,1,347,,True
2142_922_729_41,110,79,5,27,False,54,27,0,729,,True
2143_708_300_41,121,90,5,30,False,63,31,1,300,,True
2144_1078_406_41,130,98,5,27,False,76,38,0,406,,True
2145_62_600_41,118,87,5,28,False,59,29,1,600,,True
2146_406_724_41,120,87,5,29,False,64,32,0,406,,True
2147_878_1453_41,144,112,5,28,False,67,33,1,1453,,True
2148_1078_605_51,119,86,5,28,False,60,30,0,605,,True
2149_706_724_59,114,83,5,28,False,60,30,0,724,,True
214_535_939_50,107,76,5,27,False,56,28,0,939,,True
2150_406_729_51,103,73,5,28,False,54,27,0,406,,True
2151_62_878_59,103,73,5,28,False,53,26,1,62,,True
2152_13_154_59,107,72,5,25,False,57,28,1,13,,True
2153_348_125_46,112,81,5,28,False,64,32,0,125,,True
2154_604_729_10,115,83,5,28,False,58,29,0,604,,True
2155_469_345_38,127,97,5,29,False,61,30,1,469,,True
2156_62_406_28,109,79,5,30,False,55,27,1,62,,True
2157_977_125_44,110,79,5,28,False,56,28,0,977,,True
2158_348_13_58,135,97,5,26,False,74,37,0,13,,True
2159_62_345_44,118,87,5,30,False,67,33,1,62,,True
215_218_219_0,125,95,5,29,False,60,30,0,218,,True
2160_1387_1078_57,112,81,5,29,False,55,27,1,1387,,True
2161_872_469_58,117,87,5,28,False,68,34,0,872,,True
2162_1423_692_44,146,116,5,28,False,95,47,1,692,,True
2163_13_872_55,121,91,5,28,False,66,33,0,872,,True
2164_176_1387_34,101,70,5,28,False,45,22,1,1387,below_floor,False
2165_1078_891_55,118,87,5,30,False,56,28,0,891,,True
2166_154_9_28,106,74,5,30,False,57,28,1,9,,True
2167_481_348_34,111,81,5,30,False,71,35,1,348,,True
2168_1295_1336_17,131,97,5,29,False,56,28,0,1336,,True
2169_154_406_22,106,76,5,30,False,54,27,0,154,,True
216_1193_828_9,123,93,5,29,False,65,32,1,828,,True
2170_1202_1376_22,105,74,5,29,False,53,26,1,1202,,True
2171_891_13_22,126,94,5,28,False,57,28,1,891,,True
2172_890_176_60,106,76,5,29,False,49,24,1,176,below_floor,False
2173_259_1189_50,97,67,5,28,False,46,23,0,1189,below_floor,False
2174_72_154_60,101,70,5,29,False,46,23,0,72,below_floor,False
2175_891_102_60,127,89,5,30,False,54,27,0,891,,True
2176_12_13_10,131,98,5,27,False,65,32,1,13,,True
2177_706_72_10,110,80,5,30,False,58,29,0,72,,True
2178_396_1202_6,111,81,5,29,False,59,29,1,396,,True
2179_694_673_40,126,95,5,30,False,67,33,1,694,,True
217_536_558_14,103,73,5,28,False,56,28,0,558,,True
2180_534_514_47,111,80,5,29,False,60,30,0,534,,True
2181_61_1023_15,106,75,5,29,False,48,24,0,1023,below_floor,False
2182_706_490_15,130,98,5,30,False,73,36,1,706,,True
2183_348_349_60,112,82,5,27,False,67,33,1,349,,True
2184_936_250_59,129,98,5,30,False,68,34,0,936,,True
2185_1272_1102_42,106,76,5,28,False,50,25,0,1272,,True
2186_427_490_58,105,75,5,28,False,61,30,1,490,,True
2187_349_1102_42,118,87,5,30,False,53,26,1,349,,True
2188_73_1189_36,108,77,5,27,False,54,27,0,1189,,True
2189_804_349_5,121,84,5,27,False,55,27,1,349,,True
218_535_558_0,102,69,5,28,False,50,25,0,535,,True
2190_1102_761_59,120,83,5,30,False,59,29,1,761,,True
2191_90_471_60,126,96,5,29,False,67,33,1,471,,True
2192_1267_772_60,122,90,5,30,False,75,37,1,1267,,True
2193_842_1376_27,95,65,5,28,False,48,24,0,842,below_floor,False
2194_572_1102_33,104,74,5,30,False,60,30,0,572,,True
2195_804_706_27,112,82,5,30,False,64,32,0,804,,True
2196_692_1102_50,118,88,5,30,False,64,32,0,1102,,True
2197_842_843_29,101,69,5,28,False,49,24,1,843,below_floor,False
2198_471_472_6,137,107,5,29,False,63,31,1,472,,True
2199_90_692_6,124,93,5,28,False,70,35,0,90,,True
219_535_536_46,107,77,5,26,False,60,30,0,535,,True
21_679_680_57,106,76,5,30,False,62,31,0,680,,True
2200_1390_1391_6,82,52,5,16,False,44,22,0,1390,below_floor,False
2201_472_1022_41,128,98,5,27,False,64,32,0,1022,,True
2202_471_842_41,117,87,5,26,False,50,25,0,842,,True
2203_648_90_41,116,85,5,28,False,52,26,0,90,,True
2204_316_471_14,139,95,5,27,False,62,31,0,316,,True
2205_946_1363_14,105,74,5,29,False,48,24,0,946,below_floor,False
2206_654_655_1,144,113,5,30,False,87,43,1,654,,True
2207_842_761_41,103,72,5,28,False,42,21,0,761,below_floor,False
2208_90_601_8,117,87,5,28,False,60,30,0,90,,True
2209_945_337_8,111,80,5,30,False,53,26,1,337,,True
